Generated by GetData Graph Digitizer 2.26.0.20 on May 31 2018, 19:15
from file 'C:\Users\ander\Dropbox\website\amamaral.github.io\blog\References\transimpedance_amplifiers\bpw34_spectral_response.bmp'

Line #1
 5.02875002583018e+002    2.55906432748538e-001
 4.97105242493749e+002    2.41403508771930e-001
 4.91177773644949e+002    2.27134502923977e-001
 4.84935548529746e+002    2.13099415204678e-001
 4.78693323414543e+002    1.99064327485380e-001
 4.72608145806212e+002    1.85029239766082e-001
 4.66208873184138e+002    1.70994152046784e-001
 4.59809600562065e+002    1.56959064327485e-001
 4.53409666687331e+002    1.43157894736842e-001
 4.47010394065257e+002    1.29122807017544e-001
 4.40295703924121e+002    1.15555555555556e-001
 4.33423305023454e+002    1.02222222222222e-001
 4.26707953629657e+002    8.88888888888889e-002
 4.19677845969458e+002    7.57894736842105e-002
 4.12332982042857e+002    6.29239766081871e-002
 4.05302874382659e+002    4.98245614035088e-002
