3.99382716049383e+002	4.33619347597842e-002
4.04759945130315e+002	5.20163804512669e-002
4.09698216735254e+002	6.11579756143675e-002
4.14855967078189e+002	7.03003753182965e-002
4.19684499314129e+002	7.94415682109828e-002
4.24074074074074e+002	8.87440715397705e-002
4.28463648834019e+002	9.75578163152835e-002
4.33292181069959e+002	1.06047331136937e-001
4.38120713305899e+002	1.14862684994107e-001
4.42949245541838e+002	1.24166797404551e-001
4.47558299039781e+002	1.33795944309684e-001
4.52167352537723e+002	1.43425091214816e-001
4.56776406035665e+002	1.52891318602191e-001
4.61385459533608e+002	1.62520465507323e-001
4.65884773662551e+002	1.72312129659800e-001
4.70384087791495e+002	1.81940874294518e-001
4.74663923182442e+002	1.91731733906166e-001
4.78943758573388e+002	2.01522593517815e-001
4.83223593964335e+002	2.11476372647221e-001
4.87503429355281e+002	2.21267232258869e-001
4.91783264746228e+002	2.31058091870517e-001
4.95953360768176e+002	2.41011468729509e-001
5.00013717421125e+002	2.51127362835846e-001
5.04074074074074e+002	2.61080337424423e-001
5.08134430727023e+002	2.71196231530760e-001
5.12194787379973e+002	2.81312125637096e-001
5.16364883401920e+002	2.91265502496088e-001
5.20534979423868e+002	3.01381798872838e-001
5.24814814814815e+002	3.11498497520003e-001
5.29094650205761e+002	3.21289357131651e-001
5.33264746227709e+002	3.31242733990643e-001
5.37434842249657e+002	3.41196110849635e-001
5.41824417009602e+002	3.50987372731698e-001
5.46104252400549e+002	3.60778232343346e-001
5.50274348422497e+002	3.70731609202338e-001
5.54444444444444e+002	3.80684986061330e-001
5.58834019204390e+002	3.90476247943393e-001
5.63223593964335e+002	4.00430429343213e-001
5.67613168724280e+002	4.10221691225275e-001
5.71893004115226e+002	4.20175470354682e-001
5.76172839506173e+002	4.30129249484088e-001
5.80562414266118e+002	4.39757591848392e-001
5.84842249657064e+002	4.49548451460040e-001
5.89122085048011e+002	4.59339311071689e-001
5.93401920438957e+002	4.69130170683337e-001
5.97791495198903e+002	4.78921432565399e-001
6.02290809327846e+002	4.88550177200117e-001
6.06680384087791e+002	4.98341439082180e-001
6.11069958847737e+002	5.07969781446484e-001
6.15459533607682e+002	5.17761043328546e-001
6.19958847736626e+002	5.27552707481023e-001
6.24458161865569e+002	5.37181452115741e-001
6.28847736625514e+002	5.46972713997804e-001
6.33347050754458e+002	5.56764378150280e-001
6.37846364883402e+002	5.66393122784999e-001
6.42345679012346e+002	5.75696028384200e-001
6.46844993141289e+002	5.85161853501161e-001
6.51454046639232e+002	5.94791000406293e-001
6.56063100137174e+002	6.04257227793667e-001
6.60562414266118e+002	6.13885972428386e-001
6.65171467764060e+002	6.23515119333518e-001
6.69780521262003e+002	6.32981346720893e-001
6.74279835390947e+002	6.42610091355611e-001
6.78888888888889e+002	6.52239238260744e-001
6.83607681755830e+002	6.61542948400774e-001
6.88326474622771e+002	6.71009578058563e-001
6.92935528120713e+002	6.80475805445937e-001
6.97654320987654e+002	6.89779515585967e-001
7.02592592592593e+002	6.99084030266826e-001
7.07311385459534e+002	7.08550659924615e-001
7.11920438957476e+002	7.17853967794231e-001
7.16639231824417e+002	7.27157677934261e-001
7.21467764060357e+002	7.36624709862464e-001
7.26406035665295e+002	7.45766305025564e-001
7.31344307270233e+002	7.54907900188665e-001
7.36502057613169e+002	7.63887380374836e-001
7.41879286694102e+002	7.72378906548560e-001
7.46488340192044e+002	7.81356375382660e-001
7.50768175582990e+002	7.90658476441033e-001
7.55596707818930e+002	7.99636749815961e-001
7.60754458161866e+002	8.08453310484374e-001
7.65802469135802e+002	8.17432388400130e-001
7.70740740740741e+002	8.26573983563231e-001
7.75898491083676e+002	8.35390544231643e-001
7.81165980795610e+002	8.44044587652712e-001
7.86433470507545e+002	8.52861550591539e-001
7.91700960219479e+002	8.61515594012607e-001
7.97187928669410e+002	8.70007522456746e-001
8.02455418381344e+002	8.78824485395573e-001
8.07283950617284e+002	8.87802758770501e-001
