8.12551440329218e+002	8.95968043638295e-001
8.18257887517147e+002	9.03483259516712e-001
8.23964334705075e+002	9.11161394912888e-001
8.29670781893004e+002	9.19165369344581e-001
8.35706447187929e+002	9.26681792034241e-001
8.41961591220850e+002	9.33384421675939e-001
8.47777777777778e+002	9.40737120307013e-001
8.53264746227709e+002	9.48740290197877e-001
8.59080932784637e+002	9.56581747382225e-001
8.65226337448560e+002	9.63772733306783e-001
8.71700960219479e+002	9.70476167489310e-001
8.78504801097394e+002	9.76692049929804e-001
8.85418381344307e+002	9.82582495605196e-001
8.91563786008230e+002	9.89610562011996e-001
8.95624142661180e+002	9.99726456118332e-001
9.12853223593964e+002	9.99952532091122e-001
9.20644718792867e+002	1.00030693232605e+000
9.28545953360768e+002	9.99195459171564e-001
9.36556927297668e+002	9.97106871180945e-001
9.44019204389575e+002	9.93712915696189e-001
9.50054869684499e+002	9.87381179376400e-001
9.54554183813443e+002	9.78437098986681e-001
9.58614540466392e+002	9.68513892408755e-001
9.62455418381344e+002	9.58264042254484e-001
9.65857338820302e+002	9.47849663500798e-001
9.68930041152263e+002	9.36945319382595e-001
9.71783264746228e+002	9.26040170723564e-001
9.74417009602195e+002	9.15134217523704e-001
9.76941015089163e+002	9.04064942535671e-001
9.79355281207133e+002	8.92995265277225e-001
9.81769547325103e+002	8.81762668501020e-001
9.84074074074074e+002	8.70529669454401e-001
9.86268861454047e+002	8.59296268137367e-001
9.88463648834019e+002	8.48062866820334e-001
9.90768175582990e+002	8.36829867773715e-001
9.92962962962963e+002	8.25596466456682e-001
9.95048010973937e+002	8.14199743351476e-001
9.97023319615912e+002	8.02802617975856e-001
9.99108367626886e+002	7.91405894870650e-001
1.00108367626886e+003	7.80008769495030e-001
1.00305898491084e+003	7.68611644119410e-001
1.00503429355281e+003	7.57214518743790e-001
1.00700960219479e+003	7.45817393368170e-001
1.00898491083676e+003	7.34420267992550e-001
1.01074074074074e+003	7.23022338076102e-001
1.01227709190672e+003	7.11460684101066e-001
1.01392318244170e+003	7.00062351914204e-001
1.01578875171468e+003	6.88827743785928e-001
1.01776406035665e+003	6.77593537928066e-001
1.01973936899863e+003	6.66359332070204e-001
1.02149519890261e+003	6.54961402153756e-001
1.02314128943759e+003	6.43400150449135e-001
1.02478737997257e+003	6.31838898744514e-001
1.02687242798354e+003	6.20442175639308e-001
1.02884773662551e+003	6.09207969781447e-001
1.03038408779150e+003	5.98135074359686e-001
1.03170096021948e+003	5.86735535361581e-001
1.03312757201646e+003	5.75336398633890e-001
1.03477366255144e+003	5.63938066447027e-001
1.03631001371742e+003	5.52539331989750e-001
1.03795610425240e+003	5.40978080285129e-001
1.03960219478738e+003	5.29416828580508e-001
1.04113854595336e+003	5.18018094123232e-001
1.04267489711934e+003	5.06456440148196e-001
1.04443072702332e+003	4.94895590713990e-001
1.04618655692730e+003	4.83660580315300e-001
1.04761316872428e+003	4.72424363105367e-001
1.04882030178326e+003	4.60861502319089e-001
1.05024691358025e+003	4.49462365591398e-001
1.05178326474623e+003	4.37900711616363e-001
1.05299039780521e+003	4.26337850830085e-001
1.05397805212620e+003	4.14611265985221e-001
1.05507544581619e+003	4.02885083410770e-001
1.05661179698217e+003	3.91649268471252e-001
1.05847736625514e+003	3.80577579860734e-001
1.06023319615912e+003	3.69179649944286e-001
1.06187928669410e+003	3.57781317757423e-001
1.06341563786008e+003	3.46382583300146e-001
1.06506172839506e+003	3.34984251113283e-001
1.06648834019204e+003	3.23422194867834e-001
1.06769547325103e+003	3.11696414563798e-001
1.06923182441701e+003	3.00297680106521e-001
1.07120713305898e+003	2.89063474248659e-001
1.07318244170096e+003	2.77666348873039e-001
1.07504801097394e+003	2.66268821227005e-001
1.07702331961591e+003	2.54871695851385e-001
1.07888888888889e+003	2.43474168205351e-001
1.08075445816187e+003	2.32076640559317e-001
1.08305898491084e+003	2.20680721994939e-001
1.08536351165981e+003	2.09447722948320e-001
1.08733882030178e+003	1.98376436608217e-001
1.08920438957476e+003	1.87141828479941e-001
1.09139917695473e+003	1.76234266198424e-001
1.09414266117970e+003	1.65328715268978e-001
1.09732510288066e+003	1.54424773421189e-001
1.10116598079561e+003	1.44174923266919e-001
